time,co,sitename,siteid,no2,pm25
2017/10/22 00,0.8,普陀监测站,201,23.0,29.7
2017/10/22 00,1.0,杨浦四漂,209,34.0,30.5
2017/10/22 00,1.2,卢湾师专附小,185,21.0,29.8
2017/10/22 00,0.8,*青浦淀山湖,203,25.0,42.4
2017/10/22 00,1.5,虹口凉城,215,40.0,29.0
2017/10/22 00,1.3,静安监测站,183,35.0,32.3
2017/10/22 00,1.3,徐汇上师大,207,20.0,31.5
2017/10/22 00,0.9,浦东川沙,193,35.0,28.4
2017/10/22 00,0.8,浦东张江,195,33.0,28.3
2017/10/22 00,0.8,浦东监测站,228,28.0,26.8
2017/10/22 00,1.1,全市平均,0,29.9,29.5
time,co,sitename,siteid,no2,pm25
2017/10/22 01,0.7,普陀监测站,201,23.0,30.8
2017/10/22 01,1.0,杨浦四漂,209,25.0,31.9
2017/10/22 01,1.4,卢湾师专附小,185,30.0,30.9
2017/10/22 01,0.9,*青浦淀山湖,203,28.0,43.3
2017/10/22 01,1.7,虹口凉城,215,45.0,30.3
2017/10/22 01,1.0,静安监测站,183,25.0,33.2
2017/10/22 01,1.0,徐汇上师大,207,17.0,32.1
2017/10/22 01,0.9,浦东川沙,193,34.0,29.5
2017/10/22 01,0.8,浦东张江,195,31.0,29.3
2017/10/22 01,0.8,浦东监测站,228,22.0,28.1
2017/10/22 01,1.0,全市平均,0,28.0,30.6
time,co,sitename,siteid,no2,pm25
2017/10/22 02,0.7,普陀监测站,201,29.0,32.1
2017/10/22 02,1.0,杨浦四漂,209,24.0,33.1
2017/10/22 02,1.2,卢湾师专附小,185,21.0,32.0
2017/10/22 02,1.0,*青浦淀山湖,203,24.0,44.7
2017/10/22 02,1.2,虹口凉城,215,29.0,31.4
2017/10/22 02,1.0,静安监测站,183,31.0,34.0
2017/10/22 02,1.0,徐汇上师大,207,21.0,33.0
2017/10/22 02,0.9,浦东川沙,193,33.0,30.8
2017/10/22 02,0.7,浦东张江,195,24.0,30.3
2017/10/22 02,0.7,浦东监测站,228,19.0,29.4
2017/10/22 02,0.9,全市平均,0,25.7,31.7
time,co,sitename,siteid,no2,pm25
2017/10/22 03,0.7,普陀监测站,201,31.0,33.8
2017/10/22 03,0.9,杨浦四漂,209,24.0,34.2
2017/10/22 03,1.2,卢湾师专附小,185,23.0,32.8
2017/10/22 03,1.0,*青浦淀山湖,203,22.0,45.7
2017/10/22 03,1.3,虹口凉城,215,33.0,32.1
2017/10/22 03,1.0,静安监测站,183,34.0,35.3
2017/10/22 03,1.0,徐汇上师大,207,23.0,34.3
2017/10/22 03,0.8,浦东川沙,193,26.0,31.9
2017/10/22 03,0.7,浦东张江,195,25.0,31.5
2017/10/22 03,0.7,浦东监测站,228,17.0,30.7
2017/10/22 03,0.9,全市平均,0,26.2,33.0
time,co,sitename,siteid,no2,pm25
2017/10/22 04,0.7,普陀监测站,201,31.0,35.7
2017/10/22 04,0.9,杨浦四漂,209,23.0,35.2
2017/10/22 04,1.2,卢湾师专附小,185,25.0,34.0
2017/10/22 04,1.3,*青浦淀山湖,203,30.0,47.1
2017/10/22 04,1.3,虹口凉城,215,36.0,33.0
2017/10/22 04,1.0,静安监测站,183,33.0,37.0
2017/10/22 04,1.0,徐汇上师大,207,22.0,35.8
2017/10/22 04,0.8,浦东川沙,193,25.0,32.7
2017/10/22 04,0.7,浦东张江,195,24.0,32.4
2017/10/22 04,0.6,浦东监测站,228,17.0,31.7
2017/10/22 04,0.9,全市平均,0,26.2,34.2
time,co,sitename,siteid,no2,pm25
2017/10/22 05,0.7,普陀监测站,201,30.0,37.1
2017/10/22 05,0.8,杨浦四漂,209,23.0,36.2
2017/10/22 05,1.1,卢湾师专附小,185,24.0,35.4
2017/10/22 05,1.3,*青浦淀山湖,203,28.0,48.5
2017/10/22 05,1.2,虹口凉城,215,40.0,33.8
2017/10/22 05,0.9,静安监测站,183,33.0,38.8
2017/10/22 05,1.0,徐汇上师大,207,21.0,37.3
2017/10/22 05,0.8,浦东川沙,193,25.0,33.6
2017/10/22 05,0.6,浦东张江,195,25.0,33.3
2017/10/22 05,0.6,浦东监测站,228,17.0,32.5
2017/10/22 05,0.9,全市平均,0,26.4,35.3
time,co,sitename,siteid,no2,pm25
2017/10/22 06,0.6,普陀监测站,201,37.0,38.5
2017/10/22 06,0.8,杨浦四漂,209,29.0,36.7
2017/10/22 06,1.1,卢湾师专附小,185,32.0,36.8
2017/10/22 06,1.2,*青浦淀山湖,203,29.0,50.3
2017/10/22 06,1.1,虹口凉城,215,55.0,34.7
2017/10/22 06,0.9,静安监测站,183,39.0,40.4
2017/10/22 06,1.0,徐汇上师大,207,26.0,38.7
2017/10/22 06,0.8,浦东川沙,193,31.0,34.3
2017/10/22 06,0.6,浦东张江,195,25.0,34.0
2017/10/22 06,0.6,浦东监测站,228,19.0,33.2
2017/10/22 06,0.8,全市平均,0,32.6,36.3
time,co,sitename,siteid,no2,pm25
2017/10/22 07,0.7,普陀监测站,201,51.0,39.9
2017/10/22 07,0.9,杨浦四漂,209,38.0,37.2
2017/10/22 07,1.1,卢湾师专附小,185,41.0,38.2
2017/10/22 07,1.3,*青浦淀山湖,203,33.0,51.6
2017/10/22 07,1.1,虹口凉城,215,74.0,36.2
2017/10/22 07,0.9,静安监测站,183,45.0,41.8
2017/10/22 07,0.9,徐汇上师大,207,30.0,39.5
2017/10/22 07,0.8,浦东川沙,193,44.0,34.8
2017/10/22 07,0.6,浦东张江,195,36.0,34.4
2017/10/22 07,0.8,浦东监测站,228,36.0,33.8
2017/10/22 07,0.9,全市平均,0,43.9,37.3
time,co,sitename,siteid,no2,pm25
2017/10/22 08,0.7,普陀监测站,201,50.0,41.1
2017/10/22 08,1.1,杨浦四漂,209,57.0,38.1
2017/10/22 08,1.1,卢湾师专附小,185,44.0,39.5
2017/10/22 08,1.3,*青浦淀山湖,203,36.0,52.2
2017/10/22 08,1.2,虹口凉城,215,73.0,37.7
2017/10/22 08,1.0,静安监测站,183,52.0,43.1
2017/10/22 08,1.0,徐汇上师大,207,45.0,40.5
2017/10/22 08,0.9,浦东川沙,193,42.0,35.4
2017/10/22 08,0.8,浦东张江,195,38.0,35.2
2017/10/22 08,0.9,浦东监测站,228,53.0,34.9
2017/10/22 08,1.0,全市平均,0,50.4,38.3
time,co,sitename,siteid,no2,pm25
2017/10/22 09,0.8,普陀监测站,201,49.0,42.7
2017/10/22 09,1.0,杨浦四漂,209,28.0,39.5
2017/10/22 09,1.3,卢湾师专附小,185,46.0,41.4
2017/10/22 09,1.3,*青浦淀山湖,203,38.0,53.0
2017/10/22 09,1.4,虹口凉城,215,72.0,39.7
2017/10/22 09,1.1,静安监测站,183,57.0,44.6
2017/10/22 09,1.1,徐汇上师大,207,41.0,41.9
2017/10/22 09,0.9,浦东川沙,193,34.0,36.6
2017/10/22 09,0.8,浦东张江,195,28.0,36.5
2017/10/22 09,0.9,浦东监测站,228,41.0,36.5
2017/10/22 09,1.0,全市平均,0,44.0,39.9
time,co,sitename,siteid,no2,pm25
2017/10/22 10,0.8,普陀监测站,201,39.0,45.0
2017/10/22 10,1.1,杨浦四漂,209,27.0,41.2
2017/10/22 10,1.4,卢湾师专附小,185,42.0,43.5
2017/10/22 10,1.2,*青浦淀山湖,203,33.0,54.9
2017/10/22 10,1.7,虹口凉城,215,52.0,41.6
2017/10/22 10,1.1,静安监测站,183,47.0,47.0
2017/10/22 10,1.2,徐汇上师大,207,28.0,44.8
2017/10/22 10,0.9,浦东川沙,193,29.0,38.3
2017/10/22 10,0.8,浦东张江,195,25.0,37.8
2017/10/22 10,0.8,浦东监测站,228,20.0,37.8
2017/10/22 10,1.1,全市平均,0,34.3,41.8
time,co,sitename,siteid,no2,pm25
2017/10/22 11,0.8,普陀监测站,201,26.0,47.0
2017/10/22 11,1.2,杨浦四漂,209,27.0,43.4
2017/10/22 11,1.5,卢湾师专附小,185,32.0,45.7
2017/10/22 11,1.3,*青浦淀山湖,203,33.0,58.0
2017/10/22 11,1.7,虹口凉城,215,55.0,43.5
2017/10/22 11,1.1,静安监测站,183,28.0,49.0
2017/10/22 11,1.2,徐汇上师大,207,20.0,47.1
2017/10/22 11,1.0,浦东川沙,193,34.0,40.0
2017/10/22 11,0.9,浦东张江,195,27.0,39.6
2017/10/22 11,0.9,浦东监测站,228,21.0,39.4
2017/10/22 11,1.1,全市平均,0,30.0,43.8
time,co,sitename,siteid,no2,pm25
2017/10/22 12,0.9,普陀监测站,201,21.0,49.6
2017/10/22 12,1.2,杨浦四漂,209,22.0,46.1
2017/10/22 12,1.5,卢湾师专附小,185,30.0,48.3
2017/10/22 12,1.3,*青浦淀山湖,203,29.0,61.3
2017/10/22 12,1.7,虹口凉城,215,44.0,46.3
2017/10/22 12,1.2,静安监测站,183,28.0,51.6
2017/10/22 12,1.2,徐汇上师大,207,16.0,49.5
2017/10/22 12,1.1,浦东川沙,193,28.0,42.3
2017/10/22 12,0.9,浦东张江,195,25.0,42.1
2017/10/22 12,0.9,浦东监测站,228,19.0,41.8
2017/10/22 12,1.2,全市平均,0,25.9,46.4
time,co,sitename,siteid,no2,pm25
2017/10/22 13,0.9,普陀监测站,201,20.0,52.5
2017/10/22 13,1.2,杨浦四漂,209,17.0,48.7
2017/10/22 13,1.5,卢湾师专附小,185,25.0,51.0
2017/10/22 13,1.0,*青浦淀山湖,203,18.0,63.8
2017/10/22 13,1.6,虹口凉城,215,39.0,49.4
2017/10/22 13,1.2,静安监测站,183,27.0,54.3
2017/10/22 13,1.2,徐汇上师大,207,14.0,52.2
2017/10/22 13,1.1,浦东川沙,193,24.0,44.5
2017/10/22 13,0.9,浦东张江,195,21.0,44.9
2017/10/22 13,0.9,浦东监测站,228,18.0,44.3
2017/10/22 13,1.2,全市平均,0,22.8,49.0
time,co,sitename,siteid,no2,pm25
2017/10/22 14,0.8,普陀监测站,201,20.0,55.2
2017/10/22 14,1.2,杨浦四漂,209,19.0,50.8
2017/10/22 14,1.3,卢湾师专附小,185,22.0,53.6
2017/10/22 14,1.0,*青浦淀山湖,203,19.0,66.4
2017/10/22 14,1.4,虹口凉城,215,36.0,52.3
2017/10/22 14,1.1,静安监测站,183,26.0,56.9
2017/10/22 14,1.2,徐汇上师大,207,14.0,54.9
2017/10/22 14,1.0,浦东川沙,193,24.0,46.5
2017/10/22 14,0.9,浦东张江,195,22.0,47.2
2017/10/22 14,1.0,浦东监测站,228,19.0,46.6
2017/10/22 14,1.1,全市平均,0,22.4,51.5
time,co,sitename,siteid,no2,pm25
2017/10/22 15,0.8,普陀监测站,201,20.0,57.3
2017/10/22 15,1.1,杨浦四漂,209,19.0,52.6
2017/10/22 15,1.2,卢湾师专附小,185,19.0,55.8
2017/10/22 15,1.1,*青浦淀山湖,203,22.0,68.7
2017/10/22 15,1.3,虹口凉城,215,33.0,54.4
2017/10/22 15,1.1,静安监测站,183,26.0,59.2
2017/10/22 15,1.2,徐汇上师大,207,15.0,57.2
2017/10/22 15,1.0,浦东川沙,193,24.0,48.5
2017/10/22 15,0.8,浦东张江,195,21.0,49.2
2017/10/22 15,0.8,浦东监测站,228,18.0,48.5
2017/10/22 15,1.0,全市平均,0,21.7,53.6
time,co,sitename,siteid,no2,pm25
2017/10/22 16,0.7,普陀监测站,201,20.0,59.0
2017/10/22 16,1.1,杨浦四漂,209,23.0,54.3
2017/10/22 16,1.2,卢湾师专附小,185,19.0,57.9
2017/10/22 16,1.1,*青浦淀山湖,203,23.0,71.2
2017/10/22 16,1.2,虹口凉城,215,33.0,55.7
2017/10/22 16,1.0,静安监测站,183,26.0,61.2
2017/10/22 16,1.1,徐汇上师大,207,14.0,59.2
2017/10/22 16,1.0,浦东川沙,193,26.0,50.2
2017/10/22 16,0.8,浦东张江,195,24.0,50.7
2017/10/22 16,0.8,浦东监测站,228,17.0,50.4
2017/10/22 16,1.0,全市平均,0,22.4,55.4
time,co,sitename,siteid,no2,pm25
2017/10/22 17,0.8,普陀监测站,201,23.0,60.2
2017/10/22 17,1.1,杨浦四漂,209,26.0,55.9
2017/10/22 17,1.2,卢湾师专附小,185,23.0,59.7
2017/10/22 17,1.0,*青浦淀山湖,203,26.0,74.0
2017/10/22 17,1.3,虹口凉城,215,41.0,57.2
2017/10/22 17,1.1,静安监测站,183,31.0,62.8
2017/10/22 17,1.1,徐汇上师大,207,17.0,60.8
2017/10/22 17,1.0,浦东川沙,193,31.0,51.8
2017/10/22 17,0.9,浦东张江,195,27.0,52.3
2017/10/22 17,0.9,浦东监测站,228,19.0,52.0
2017/10/22 17,1.0,全市平均,0,26.4,57.0
time,co,sitename,siteid,no2,pm25
2017/10/22 18,0.8,普陀监测站,201,28.0,61.2
2017/10/22 18,1.1,杨浦四漂,209,28.0,57.2
2017/10/22 18,－,卢湾师专附小,185,－,60.7
2017/10/22 18,1.1,*青浦淀山湖,203,32.0,77.1
2017/10/22 18,1.6,虹口凉城,215,51.0,58.5
2017/10/22 18,1.1,静安监测站,183,33.0,64.2
2017/10/22 18,1.1,徐汇上师大,207,20.0,62.1
2017/10/22 18,1.0,浦东川沙,193,36.0,53.4
2017/10/22 18,0.8,浦东张江,195,26.0,53.7
2017/10/22 18,0.8,浦东监测站,228,20.0,53.5
2017/10/22 18,1.0,全市平均,0,30.2,58.2
time,co,sitename,siteid,no2,pm25
2017/10/22 19,0.8,普陀监测站,201,29.0,62.5
2017/10/22 19,1.1,杨浦四漂,209,29.0,58.4
2017/10/22 19,－,卢湾师专附小,185,－,61.6
2017/10/22 19,1.0,*青浦淀山湖,203,33.0,80.1
2017/10/22 19,2.1,虹口凉城,215,61.0,59.8
2017/10/22 19,1.1,静安监测站,183,34.0,65.7
2017/10/22 19,1.1,徐汇上师大,207,18.0,63.5
2017/10/22 19,1.0,浦东川沙,193,31.0,54.8
2017/10/22 19,0.8,浦东张江,195,26.0,55.0
2017/10/22 19,0.8,浦东监测站,228,23.0,54.9
2017/10/22 19,1.1,全市平均,0,31.4,59.5
time,co,sitename,siteid,no2,pm25
2017/10/22 20,0.7,普陀监测站,201,24.0,63.6
2017/10/22 20,1.1,杨浦四漂,209,27.0,59.4
2017/10/22 20,－,卢湾师专附小,185,－,62.6
2017/10/22 20,1.1,*青浦淀山湖,203,38.0,82.4
2017/10/22 20,2.0,虹口凉城,215,52.0,61.0
2017/10/22 20,1.1,静安监测站,183,34.0,66.9
2017/10/22 20,1.0,徐汇上师大,207,18.0,64.6
2017/10/22 20,1.0,浦东川沙,193,31.0,56.0
2017/10/22 20,0.8,浦东张江,195,27.0,56.1
2017/10/22 20,0.9,浦东监测站,228,22.0,56.0
2017/10/22 20,1.1,全市平均,0,29.4,60.7
time,co,sitename,siteid,no2,pm25
2017/10/22 21,0.7,普陀监测站,201,25.0,64.3
2017/10/22 21,1.1,杨浦四漂,209,23.0,60.0
2017/10/22 21,－,卢湾师专附小,185,－,63.3
2017/10/22 21,1.0,*青浦淀山湖,203,28.0,84.6
2017/10/22 21,1.3,虹口凉城,215,38.0,61.9
2017/10/22 21,1.0,静安监测站,183,32.0,67.8
2017/10/22 21,1.0,徐汇上师大,207,19.0,65.2
2017/10/22 21,1.0,浦东川沙,193,31.0,57.0
2017/10/22 21,0.8,浦东张江,195,30.0,57.1
2017/10/22 21,0.9,浦东监测站,228,22.0,56.9
2017/10/22 21,1.0,全市平均,0,27.5,61.5
time,co,sitename,siteid,no2,pm25
2017/10/22 22,0.8,普陀监测站,201,24.0,64.4
2017/10/22 22,1.1,杨浦四漂,209,24.0,60.5
2017/10/22 22,1.2,卢湾师专附小,185,23.0,63.5
2017/10/22 22,1.0,*青浦淀山湖,203,32.0,85.7
2017/10/22 22,1.3,虹口凉城,215,37.0,62.5
2017/10/22 22,1.0,静安监测站,183,29.0,67.9
2017/10/22 22,1.1,徐汇上师大,207,16.0,65.6
2017/10/22 22,1.0,浦东川沙,193,28.0,57.7
2017/10/22 22,0.8,浦东张江,195,28.0,57.9
2017/10/22 22,1.0,浦东监测站,228,23.0,57.4
2017/10/22 22,1.0,全市平均,0,25.8,61.9
time,co,sitename,siteid,no2,pm25
2017/10/22 23,0.7,普陀监测站,201,20.0,64.2
2017/10/22 23,1.1,杨浦四漂,209,26.0,60.5
2017/10/22 23,－,卢湾师专附小,185,－,64.2
2017/10/22 23,0.9,*青浦淀山湖,203,26.0,86.4
2017/10/22 23,1.6,虹口凉城,215,40.0,62.6
2017/10/22 23,1.0,静安监测站,183,26.0,67.8
2017/10/22 23,1.1,徐汇上师大,207,15.0,65.7
2017/10/22 23,1.0,浦东川沙,193,27.0,58.2
2017/10/22 23,0.8,浦东张江,195,23.0,58.5
2017/10/22 23,0.8,浦东监测站,228,17.0,57.7
2017/10/22 23,1.0,全市平均,0,24.2,62.1
